Domain,IMG Genome,Genome Type,Content in mer genes,merA_copies,merA comment,merA IMG gene ID 1,merA IMG gene ID 2,merA IMG gene ID 3,merA IMG gene ID 4,merA IMG gene ID 5,merA IMG gene ID 6,merA IMG gene ID 7,merA IMG gene ID 8,merB copies,merB-like copies,merB comment,merB IMG gene ID 1,merB IMG gene ID 2,merB IMG gene ID 3,merB IMG gene ID 4,merB IMG gene ID 5,merB IMG gene ID 6,merB IMG gene ID 7,merB IMG gene ID 8,merB IMG gene ID 9-12,Phylum,Class,Order,Family,Genus,Species,Genome Name / Sample Name,Genome Sequencing Status
Bacteria,2839303116,Genome Analysis (Isolate),both mer,1,,2839307147,,,,,,,,1,0,,2839307148,,,,,,,,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. JS1663,Variovorax sp. JS1663,Complete
Bacteria,2636415517,Genome Analysis (Isolate),both mer,1,,2636896412,,,,,,,,1,0,,2636896411,,,,,,,,,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,Vibrio cholerae 2012EL-2176,Complete
Bacteria,2651869891,Single Cell Analysis (unscreened),both mer,1,,2653244496,,,,,,,,1,0,,2653244497,,,,,,,,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,Candidate division SPAM bacterium AG_278_N11,Complete
Plasmid:Bacteria,640048476,,both mer,1,,640052193,,,,,,,,1,0,,640052194,,,,,,,,,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,meliloti,Ensifer meliloti FP2 plasmid pSB102,
Plasmid:Bacteria,645047325,,both mer,1,,645049594,,,,,,,,1,0,,645049593,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,Escherichia coli AR060302 plasmid pAR060302,
Plasmid:Bacteria,645047334,,both mer,1,,645049405,,,,,,,,1,0,,645049404,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,Escherichia coli H4H plasmid peH4H,
Plasmid:Bacteria,645047375,,both mer,1,,645049773,,,,,,,,1,0,,645049772,,,,,,,,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,enterica,Salmonella enterica AM04528 plasmid pAM04528,
Bacteria,2582581013,Single Cell Analysis (unscreened),merB only,0,,,,,,,,,,1,0,,2584273414,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,Amycolatopsis mediterranei DSM 40773 (unscreened),Complete
Bacteria,2609460149,Single Cell Analysis (screened),merB only,0,,,,,,,,,,1,0,,2611685809,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,Amycolatopsis mediterranei DSM 46096 (contamination screened),Complete
Bacteria,2816332283,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2817431912,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,Amycolatopsis mediterranei HP-130,Complete
Bacteria,2554235376,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2555785512,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,Amycolatopsis mediterranei RB,Complete
Bacteria,2517093034,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2517213947,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,Amycolatopsis mediterranei S699,Complete
Bacteria,2511231181,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2511916837,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,"Amycolatopsis mediterranei S699, ATCC 13685",Complete
Bacteria,2554235102,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2554682153,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis orientalis,Amycolatopsis orientalis DSM 40040,Complete
Bacteria,2675903153,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2676873262,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis pretoriensis,Amycolatopsis pretoriensis DSM 44654,Complete
Bacteria,2634166327,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2635210004,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis regifaucium,Amycolatopsis regifaucium DSM 45072,Complete
Bacteria,2728369078,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2729052002,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis regifaucium,Amycolatopsis regifaucium GY080,Complete
Bacteria,2744054546,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2744722322,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis regifaucium,Amycolatopsis regifaucium GY080,Complete
Bacteria,2582581014,Single Cell Analysis (unscreened),merB only,0,,,,,,,,,,1,0,,2584280617,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis rifamycinica,Amycolatopsis rifamycinica 46095 (unscreened),Complete
Bacteria,2634166333,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2635241468,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis saalfeldensis,Amycolatopsis saalfeldensis DSM 44993,Complete
Bacteria,2648501782,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2651241503,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. MJM2582,Amycolatopsis sp. MJM2582,Complete
Bacteria,2545824680,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2546374985,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis vancoresmycina,Amycolatopsis vancoresmycina DSM 44592,Complete
Bacteria,2772190728,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2772696476,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis vancoresmycina,Amycolatopsis vancoresmycina NRRL B-24208,Complete
Bacteria,2675903050,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2676431831,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis xylanica,Amycolatopsis xylanica CPCC 202699,Complete
Bacteria,2571042744,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2573563049,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium falsenii,"Corynebacterium falsenii BL 8171, DSM 44353",Complete
Bacteria,2869738452,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2869738559,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium geronticis,Corynebacterium geronticis W8,Complete
Bacteria,2862085873,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2862086456,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium heidelbergense,Corynebacterium heidelbergense DSM 104638,Complete
Bacteria,2623620534,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2624805573,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sphenisci,Corynebacterium sphenisci DSM 44792 Genome Sequencing,Complete
Bacteria,2590828100,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2590829948,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,unclassified,Corynebacterium-like bacterium B27,Corynebacterium-like bacterium B27,Complete
Bacteria,2837183177,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2837186391,,,,,,,,,Actinobacteria,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter,Egibacter rhizosphaerae,Egibacter rhizosphaerae EGI 80759,Complete
Bacteria,2509887025,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2510035460,,,,,,,,,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia sp. QA3,Frankia sp. QA3,Complete
Bacteria,2524614536,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2524829790,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Glaciibacter,Glaciibacter superstes,Glaciibacter superstes DSM 21135,Complete
Bacteria,2818991318,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2819426097,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Humibacillus,Humibacillus xanthopallidus,Humibacillus xanthopallidus SLBN-155,Complete
Bacteria,2654587679,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2655366995,,,,,,,,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium phytohabitans,Kibdelosporangium phytohabitans KLBMP1111,Complete
Bacteria,2711768086,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2712189840,,,,,,,,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp. MBT63,Kitasatospora sp. MBT63,Complete
Bacteria,2643221631,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2644180262,,,,,,,,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp. Root107,Kitasatospora sp. Root107,Complete
Bacteria,2643221601,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2644019848,,,,,,,,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp. Root187,Kitasatospora sp. Root187,Complete
Bacteria,2630968646,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2632664181,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia sinensis,Knoellia sinensis KCTC 19936,Complete
Bacteria,2806310635,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2807024643,,,,,,,,,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,Kribbella jejuensis,Kribbella jejuensis DSM 17305,Complete
Bacteria,2791355004,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2792287795,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter massiliensis,Leucobacter massiliensis 122RC15,Complete
Bacteria,2596583518,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2596668769,,,,,,,,,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,unclassified,unclassified,Marmoricola sp. CNJ780,
Bacteria,2799112233,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2799241898,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. BK668,Microbacterium sp. BK668,Complete
Bacteria,2609459760,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2609908379,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. cf046,Microbacterium sp. CF046,Complete
Bacteria,2643221919,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2645526996,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. Leaf347,Microbacterium sp. Leaf347,Complete
Bacteria,2643221811,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2645066421,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. Leaf351,Microbacterium sp. Leaf351,Complete
Bacteria,2623620569,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2624966815,,,,,,,,,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora citrea,Micromonospora citrea DSM 43903,Complete
Bacteria,2806310509,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2806630423,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microterricola,Microterricola gilva,Microterricola gilva DSM 18319,Complete
Bacteria,2795385486,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2795851088,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microterricola,Microterricola pindariensis,Microterricola pindariensis PON 10,Complete
Bacteria,2634166341,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2635284780,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microterricola,Microterricola viridarii,Microterricola viridarii DSM 21772,Complete
Bacteria,2731957516,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2732003427,,,,,,,,,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Mumia,Mumia flava,Mumia flava DSM 27763,Complete
Bacteria,2728369519,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2730699546,,,,,,,,,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Murinocardiopsis,Murinocardiopsis flavida,Murinocardiopsis flavida DSM 45312,Complete
Bacteria,2667527394,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2667979181,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola miduiensis,Mycetocola miduiensis CGMCC 1.11101,Complete
Bacteria,2751185657,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2752762070,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola saprophilus,Mycetocola saprophilus,Complete
Bacteria,2751185700,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2752947682,,,,,,,,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola saprophilus,Mycetocola saprophilus NRRL B-24119,Complete
Bacteria,2724679022,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2725106710,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Mycobacterium avium hominissuis MAH-E-2514,Complete
Bacteria,2724679023,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2725113631,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Mycobacterium avium hominissuis MAH-E-3044,Complete
Bacteria,2865532394,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2865534413,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium branderi,Mycobacterium branderi DSM 44624,Complete
Bacteria,2645727597,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2646145536,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium celatum,Mycobacterium celatum ATCC 51131,Complete
Bacteria,2713896884,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2714710745,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium kyorinense,Mycobacterium kyorinense HF1629,Complete
Bacteria,2630968205,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2630994100,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium kyorinense,Mycobacterium kyorinense KUM 060204,Complete
Bacteria,2865380423,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2865380543,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium lacus,Mycobacterium lacus DSM 44577,Complete
Bacteria,2808606598,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2809973466,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 1100029.7,Mycobacterium sp. 1100029.7,Complete
Bacteria,2862807302,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2862809580,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. QGD 101,Mycobacterium sp. QGD 101,Complete
Bacteria,2551306463,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2553162580,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus 9808,Complete
Bacteria,2795385706,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796971995,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1003,Complete
Bacteria,2802429059,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2803754629,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1020,Complete
Bacteria,2795385571,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796274905,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1030,Complete
Bacteria,2795385695,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796914802,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1031,Complete
Bacteria,2802428919,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2803043135,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1037,Complete
Bacteria,2795385909,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2798020726,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1039,Complete
Bacteria,2795385908,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2798012678,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1040,Complete
Bacteria,2795385647,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796668066,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1058,Complete
Bacteria,2795385579,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796313878,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1060,Complete
Bacteria,2799113247,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2802322542,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1065,Complete
Bacteria,2799113193,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2802048339,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1075,Complete
Bacteria,2795385890,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797917708,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1096,Complete
Bacteria,2795385756,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797228759,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1097,Complete
Bacteria,2795385772,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797313843,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1098,Complete
Bacteria,2795385581,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796325423,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1099,Complete
Bacteria,2795385609,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796470714,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1100,Complete
Bacteria,2795385984,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2798407152,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1101,Complete
Bacteria,2795385614,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796494713,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1102,Complete
Bacteria,2795385980,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2798384337,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1103,Complete
Bacteria,2795385606,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796454472,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1104,Complete
Bacteria,2795385582,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796330501,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1105,Complete
Bacteria,2795385610,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796475991,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1116,Complete
Bacteria,2802428883,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2802858417,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1143,Complete
Bacteria,2799113031,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2801221839,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1153,Complete
Bacteria,2795385608,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2796467785,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 1163,Complete
Bacteria,2795385790,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797406473,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 120,Complete
Bacteria,2799113021,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2801169413,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 125,Complete
Bacteria,2795385747,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797182924,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 126,Complete
Bacteria,2795385785,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797380794,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 127,Complete
Bacteria,2799113022,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2801176693,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 128,Complete
Bacteria,2799113076,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2801450654,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 13,Complete
Bacteria,2795386016,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2798572313,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 134,Complete
Bacteria,2795385853,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797726841,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 140,Complete
Bacteria,2802429055,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2803731352,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 143,Complete
Bacteria,2795385879,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2797861363,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 166,Complete
Bacteria,2799113240,Genome Analysis (Isolate),merB only,0,,,,,,,,,,1,0,,2802285520,,,,,,,,,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus,Mycobacteroides abscessus abscessus 170,Complete
