Genome Name / Sample Name,IMG Genome ID,Metabolism,Oxygen Requirement,Genome Size  * assembled
Brachyspira innocens ATCC 29796,2519899694,,,3281611
Paeniclostridium sordellii SSCC18392,2663762967,,,3436288
co-assembly of Bacteroidales bacterium PSC KfJoeBact 2-1 and 2-2 and 2-3 (Single Cell Co-Assembly - Unscreened),2643221425,,,16462124
Pseudomonas coronafaciens LMG 5060,2663763218,,,5180640
Peptoclostridium litorale W6,2561511002,Acetogen,Anaerobe,3419324
candidate division Zixibacteria bacterium SM1_73,2654588071,,,2223615
Pseudomonas sp. GP01-A9,2791355631,,,7375744
Mycobacteroides abscessus abscessus 407,2795385847,,,5045531
Staphylococcus aureus DAR5820,2574179817,,,2835602
Eubacteriales bacterium Cp34,2757320467,,,3510480
Clostridioides difficile Y381,2541047382,,Anaerobe,4066214
Mycobacteroides abscessus abscessus 299,2802428961,,,4964445
Paeniclostridium sordellii W10,2671180879,,,3700711
Enterobacter hormaechei CAV1668,2718218473,,,5004730
Mycobacterium sp. shizuoka-1,2862910636,,,6533596
Amycolatopsis lurida DSM 43134,2634166339,,,9047228
Clostridioides difficile Y231,2541047374,,Anaerobe,4099199
Clostridium sp. NCR,2617271308,,,3618185
Acinetobacter nosocomialis 28F,2639762828,,,4191407
Mycobacteroides abscessus abscessus 585,2799113222,,,5469128
Solirubrobacter pratensis URHD0082,2522572155,,,6640086
Clostridioides difficile CD133,2541047293,,Anaerobe,4112646
Clostridioides difficile DA00275,2541047352,,Anaerobe,4085564
Staphylococcus aureus M278,2684622805,,,2843997
Staphylococcus aureus NA32,2684622800,,,2884155
Alteromonadaceae bacterium SP37,2788500077,,,4100193
Amycolatopsis balhimycina FH 1894,2517434013,,Aerobe,10858503
Staphylococcus aureus DAR5849,2582581108,,,2870783
Paeniclostridium sordellii R27882,2663763508,,,3519852
Clostridioides difficile 630 delta erm,2639763082,,,4293049
Marinobacter aromaticivorans D15-8P,2791355103,,,4104635
Paraclostridium bifermentans ATCC 19299,2541047517,,,3476617
Thioalkalivibrio sp. ALM2T,2519899671,,,2924114
Staphylococcus haemolyticus 51-52,2693429670,,,2514309
Mycobacteroides abscessus abscessus 904,2795385904,,,5364644
Staphylococcus cohnii cohnii 532,2651869670,,,2826849
Staphylococcus aureus DAR5813,2603879929,,,2889198
Staphylococcus simulans SNUC 1535,2816332481,,,2624856
Mycobacteroides abscessus abscessus 574,2802429076,,,4921775
Mycobacteroides abscessus PAP085,2695420497,,,5089262
Leucobacter massiliensis 122RC15,2791355004,,,3135546
Mycobacteroides abscessus PAP113,2667528037,,,5261561
Actinopolyspora halophila DSM 43834,2517287026,,,5353291
Amycolatopsis alba DSM 44262,2516143008,,Aerobe,9811274
Burkholderia cenocepacia S2AES,2582580763,,,7283954
Thioalkalivibrio thiocyanodenitrificans ARhD 1,2516143028,,Anaerobe,3746647
Escherichia coli CVM N33653PS,2737471865,,,5053840
Burkholderia gladioli ATCC 25417,2617271008,,,9311425
Staphylococcus aureus aureus MRSA_P10,2617271171,,,2813029
Klebsiella pneumoniae INF278,2851431590,,,5731216
Pseudomonas sp. GP01-A4,2791355624,,,7353749
Staphylococcus aureus aureus CM05,2529293169,,,2837839
Clostridioides difficile CD92,2541047280,,Anaerobe,4043130
Citrobacter freundii SL151,2843969098,,,5497225
Nocardiopsis gilva YIM 90087,2554235033,,,6041741
Clostridioides difficile DA00193,2541047336,,Anaerobe,3974815
Staphylococcus aureus aureus MRSA_P4,2617271139,,,2811919
Clostridioides difficile CD113,2541047285,,Anaerobe,4261134
Enterobacter hormaechei MNCRE35,2660238592,,,4906429
Bacillus cereus #17,2648501636,,,5839142
Staphylococcus aureus 29247,2597490140,,,2927712
Clostridioides difficile P15,2541047391,,Anaerobe,4060170
Enterobacter hormaechei MNCRE17,2667528073,,,4926006
Sphingopyxis macrogoltabida 203N,2687453580,,,5953153
Methylobacterium sp. NP6,2814123148,,,7018685
Escherichia coli Ecol_732,2687453585,,,5418293
"Saccharomonospora azurea NA-128, DSM 44631",2508501044,,Aerobe,4763852
Clostridioides difficile DA00160,2541047329,,Anaerobe,4140900
Clostridioides difficile 840,2541047309,,Anaerobe,4057630
Clostridioides difficile CD8,2541047255,,Anaerobe,4050231
Clostridium botulinum ATCC 7949,2663763217,,,3904710
Pseudomonas putida OUS82,2571042232,,,6633308
Staphylococcus aureus DAR5854,2602041849,,,2896892
Clostridium botulinum 277-00,2636415839,,,3938115
Nocardioides sp. JS614,639633046,,Aerobe,5293685
Clostridioides difficile 342,2541047489,,,4045993
Staphylococcus aureus aureus MRSA_P8,2617271143,,,2813185
Williamsia sp. D3,2568526728,,,5623123
Klebsiella pneumoniae SY-B2,2671180367,,,5684213
Cronobacter sakazakii GZcsf-1,2843909154,,,4908057
Parvibaculum sp. CPC32,2778261321,,,3420613
Bacillus cereus PE8-121b,2703718890,,,5652588
Staphylococcus aureus AMMC6051,2571042617,,,2920240
Mycobacteroides abscessus abscessus 1037,2802428919,,,5133316
Moraxella osloensis NP7,2802429336,,,3043784
Gulosibacter molinativorax DSM 13485,2524614660,Nitrate reducer,Aerobe,3380843
Marinobacter aquaeolei VT8,639633037,"Oil degrading, Iron oxidizer, Hydrocarbon degrading",Facultative,4779762
Staphylococcus aureus RA6,2734482445,,,2864539
Clostridioides difficile CD105KSE9,2740892355,,,4287430
Clostridioides difficile CD105KSE2,2740892350,,,4193543
Staphylococcus simulans SNUC 5405,2816332466,,,2617794
Paeniclostridium sordellii 8483,2636415438,,Anaerobe,7808455
Acinetobacter bereziniae KCTC 23199,2663762643,,,4853437
Salmonella enterica sv. Newport SL254,642555157,,Facultative,5007719
Clostridioides difficile DA00183,2541047334,,Anaerobe,4076954
Paeniclostridium sordellii SSCC37615,2690316186,,,3439614
Enterobacter hormaechei MNCRE39,2663762639,,,4956990
Pseudomonas poae DSM 14936,2667527928,,,5879840
Staphylococcus aureus DAR5857,2582581103,,,2887753
Enterobacter hormaechei MNCRE25,2663763503,,,4957969
Nocardioides speluncae YIM ART13,2855302766,,,5706724
Aeromonas salmonicida salmonicida 2004-05MF26,2740892425,,,5004758
"Streptosporangium roseum NI 9100, DSM 43021",646311958,,Aerobe,10369518
Staphylococcus aureus DAR3153,2602041744,,,2891403
Staphylococcus aureus aureus 68-397,647533214,,Facultative,2805834
Humibacillus xanthopallidus SLBN-155,2818991318,,,5266538
Pseudomonas putida SJ3,2551306727,,,6331394
Mycobacteroides abscessus abscessus 1146,2795385906,,,5306105
Herbiconiux ginsengi CGMCC 4.3491,2667527392,,,4853715
Amycolatopsis antarctica AU-G6,2856677671,,,6342753
Mycobacteroides abscessus abscessus 21,2600255228,,,5030544
Enterobacter hormaechei MNCRE7,2663763311,,,4953894
Mycobacteroides abscessus abscessus 436,2795385862,,,5045779
Thioalkalivibrio sp. AKL7,2521172544,,,2874105
Mycobacteroides abscessus abscessus 437,2802428969,,,5046611
Roseovarius sp. EAC48,2788500467,,,3221579
unclassified Gammaproteobacteria Bin E5_28,2772190878,,,4681278
Bradyrhizobium sp. JCM 18382,2734481923,,,6654254
Hydrogenophilales bacterium RIFOXYA1_FULL_63_33,2721755413,,,2101918
Mycobacteroides abscessus abscessus 607,2795385736,,,5172851
Staphylococcus aureus TW20,2724679507,,,3015586
Clostridioides difficile 630,2588253713,,Obligate anaerobe,4182434
Komagataeibacter europaeus LMG 18890,2547132370,,Aerobe,4227398
Mycobacteroides abscessus abscessus 252,2802429115,,,5250216
Paeniclostridium sordellii SSCC42239,2667527664,,,3496674
Corynebacterium gerontici W8,2869738452,,,2263210
Mycobacteroides abscessus abscessus 575,2795385839,,,5145255
Providencia rettgeri H1736,2744054944,,,4767943
Clostridioides difficile CD166,2541047297,,Anaerobe,4294847
Mycobacteroides abscessus abscessus 351,2795385663,,,5271604
Nocardiopsis metallicus DSM 44598,2856454764,,,7776555
Mycobacteroides abscessus abscessus 690,2802428932,,,5189319
Rhodococcus marinonascens NBRC 14363,2867152395,,,4924407
Escherichia coli MS 182-1,648276656,,,4982225
candidate division NC10 bacterium RIFCSPLOWO2_12_FULL_66_18,2711768374,,,4348215
Rhodospirillaceae bacterium JGI 01_G16_4000m (contamination screened),2739367714,,,1425861
Lachnoclostridium scindens VE202-05,2602041654,,,3912387
Cycloclasticus sp. from gill tissue of Bathymodiolus heckerae (specimen B),2651869574,,,2141540
Pseudomonas sp. FW215-L2,2791355588,,,7285427
Clostridioides difficile DSM 1296,2526164710,,Anaerobe,4215158
Clostridioides mangenotii LM2,2558309100,,,3023790
Mycobacteroides abscessus abscessus 1034,2802429138,,,5303613
Clostridioides difficile E14,2558309125,,,4131267
Clostridioides difficile F480,2541047513,,,3995102
Streptomyces odonnellii NRRL B-24891,2634166484,,,8280224
Arthrobacter humicola LBUM149,2869322408,,,4708612
Burkholderia sp. HI4860,2791355339,,,8247280
Unclassified Zetaproteobacteria bacterium S6_FULL_No.19_0.9_74,2772191016,,,1912789
Acinetobacter sp. WCHA55,2808606687,,,3967361
Paeniclostridium sordellii R26833,2693429574,,,3519951
Staphylococcus aureus DAR5828,2603879821,,,2890596
Agrobacterium tumefaciens CFBP6623,2850614736,,,5515917
Pseudomonas putida W619,641522646,,Aerobe,5774330
Staphylococcus haemolyticus 89727,2671180313,,,2490752
Mycobacteroides abscessus abscessus 210,2799113083,,,4964622
Staphylococcus aureus HUV07,2636415465,,,2864823
Mycobacteroides abscessus abscessus 669,2795385894,,,4919339
Clostridioides difficile Y270,2541047376,,Anaerobe,4155053
Clostridioides difficile BJ08,2627853931,,,4133893
Agromyces ramosus DSM 43045,2799112209,,,3838279
Clostridium botulinum CDC37457,2667527760,,,3868118
Candidatus Dorea massiliensis AP6,2636415582,,,3531209
Staphylococcus aureus KINW6048,2568526120,,,3029335
Roseobacter sp. NP10,2788500502,,,4132734
Staphylococcus haemolyticus CN1138,2681813281,,,2410437
Salmonella enterica enterica sv. Typhimurium 33676,2654588004,,,5088186
Clostridioides difficile P61,2541047414,,Anaerobe,4038438
Clostridium botulinum CDC 1744,2724679550,,,3955623
Mycobacteroides abscessus abscessus 724,2795385774,,,5197497
Mycobacteroides abscessus ATCC 19977,641522641,,Aerobe,5090491
Mycobacteroides abscessus abscessus 310,2802428956,,,6174966
Tissierella creatinophila KRE4,2651869947,,Anaerobe,2530461
Clostridioides difficile 08ACD0030,2687453153,,,4167076
Halomonas sp. CSM-2,2856162434,,,4131419
Clostridioides difficile P29,2541047399,,Anaerobe,4161527
Clostridioides difficile CD170,2541047298,,Anaerobe,4173297
Burkholderia cenocepacia PT15,2579778817,,,7648458
"Sphaerisporangium cinnabarinum FD25488, DSM 44094",2516653028,,,8448990
Bacillus sp. UMTAT18,2639762946,,,5479367
Halomonas sp. SAT58,2802429416,,,2245055
Amycolatopsis keratiniphila HCCB10007,2561511175,,,8982090
Rhizobium sp. WW_1,2788499837,,,8029775
Staphylococcus haemolyticus 51-31,2693429667,,,2473918
Mycobacteroides abscessus abscessus 196,2802428986,,,4958377
Clostridioides difficile CD181,2541047301,,Anaerobe,4344765
Gordonia sputi NBRC 100414,2513237321,,,4952979
Clostridioides difficile DA00141,2541047321,,Anaerobe,4095212
Clostridium botulinum SU1169,2724679580,,,4420807
Mycobacteroides abscessus abscessus 610,2802429009,,,4918951
Clostridium sporogenes 88-0163,2700989511,,,4078596
Thermomonospora echinospora DSM 43163,2634166348,,,8649739
Pseudomonas syringae BRIP34881,2541047481,,,6008189
Aeromonas caviae T25-39,2852473627,,,4650143
Staphylococcus aureus V1859,2636415415,,,2960938
Clostridioides difficile 6466,2547132211,,Obligate anaerobe,3894053
Clostridioides difficile DA00210,2541047342,,Anaerobe,4256075
Clostridium botulinum CDC28012,2695420606,,,3938583
Paeniclostridium sordellii R29426,2695420662,,,3686425
Thermogemmatispora sp. T81,2506210023,,,5973949
Clostridioides difficile F665,2563367157,,,4082320
Gordonia sp. 852002-10350_SCH5691597,2808606520,,,5084415
Nitrospira moscoviensis NSP M-1,2639762945,,,4589485
Clostridium sporogenes UC9000,2645728099,,,4327352
Staphylococcus epidermidis UC7032,2554235118,,,2491993
Staphylococcus aureus ST228/18341,2526164722,,,2792173
Clostridioides difficile F314,2541047363,,Anaerobe,4062046
Escherichia coli 03-4064,2713896779,,,5385500
Mycobacteroides abscessus abscessus 32,2795385957,,,5569957
"Cellulomonas flavigena 134, DSM 20109",646564520,"Xylan degrader, Biomass degrader, Nitrate reducer, Cellulose degrader",Facultative,4123179
Clostridium botulinum Hall 183,2713897201,,,3999379
Streptoalloteichus hindustanus DSM 44523,2695420942,,,7279383
Escherichia coli 3.488,2534682109,,,5358117
Proteus mirabilis PM005,2858333323,,,4087896
Cytobacillus firmus NBRC 15306,2731957652,,,4402977
Mycobacteroides abscessus abscessus 686,2802428985,,,5272209
Pseudomonas poae LMG 21465,2639762637,,,5950138
Paeniclostridium sordellii ATCC 9714,2651869763,,,3394044
Haloechinothrix alba DSM 45207,2724679784,,,4744155
Clostridioides difficile E1,2609460038,,,3945725
Clostridioides difficile T5,2645727943,,,3945409
Clostridioides difficile BI1,2563366553,,Obligate anaerobe,4464700
Clostridioides difficile DA00130,2558860634,,Anaerobe,4080324
Methylobacterium currus PR1016A,2841517901,,,7745135
Gordonia alkanivorans CGMCC 6845,2571042717,,,5024931
Clostridioides difficile T3,2558309126,,,4060583
Mycobacteroides abscessus abscessus 379,2795386052,,,5014205
Brachyspira pilosicoli WesB,2526164716,,Aerobe,2889522
Staphylococcus aureus DAR5882,2568526487,,,2930056
Clostridioides difficile 6057,2541047313,,Anaerobe,3992651
Geobacter argillaceus ATCC BAA-1139,2596583694,,,4385310
Gordonia sp. HS-NH1,2713896821,,,5410628
Amycolatopsis decaplanina DSM 44594,2545824682,,,8533276
Staphylococcus aureus V521,2687453603,,,3114278
Staphylococcus aureus aureus CCM5757,2639762984,,,2910787
Mycobacterium shinjukuense CCUG 53584,2865597299,,,4409896
Klebsiella pneumoniae LCT-KP182,2554235220,,,5798488
Clostridioides difficile T42,2558309143,,,4127827
Bacteroidales bacterium PSC KfJoeBact2-1 (unscreened),2529292550,,,7507359
Rhodococcus rhodnii NRRL B-16535,2772190761,,,12395433
Paraclostridium bifermentans WYM,2571042820,,,3475995
Jiangella alkaliphila DSM 45079,2639762615,,,7716500
"Acinetobacter bereziniae Brisou 64, LMG 1003",2547132297,,,4975999
Amycolatopsis niigatensis DSM 45165,2627854290,,,9312963
Clostridioides difficile E10,2558309139,,,3836434
Pseudomonas sp. GP01-A3,2791355562,,,7355824
Klebsiella pneumoniae KP_Goe_828304,2718218149,,,5914083
Mesorhizobium sp. YL-MPnR-2016,2844764314,,,6094164
Enterobacter cloacae AR_0053,2859671954,,,5132006
Mycobacteroides abscessus abscessus 417,2795385634,,,7598993
Clostridioides difficile Y165,2541047370,,Anaerobe,4269598
Enterobacter hormaechei BIDMC 33A,2645728076,,,5168257
Kibdelosporangium aridum largum NRRL B-24462,2772190740,,,12748258
Clostridioides difficile Y312,2541047375,,Anaerobe,4059858
Afipia sp. OHSU_I-C4,2571042730,,,5082513
Acidihalobacter prosperus V6,2718218021,,,3526118
Variovorax boronicumulans J1,2802429317,,,7137898
Klebsiella pneumoniae Kp_Goe_149832,2718218001,,,5920288
Gordonia terrae NRRL B-16283,2773857979,,,5654047
Kibdelosporangium phytohabitans KLBMP1111,2654587679,,,11759770
Enterobacter cloacae sp. ABFPL,2765235946,,,5388828
Staphylococcus aureus C1058,2639763181,,,2830016
Staphylococcus aureus Na21,2684622799,,,2988866
Paracoccus chinensis CGMCC 1.7655,2617270907,,,3632870
Staphylococcus aureus aureus MRSA177,2531839347,,,2825623
Staphylococcus aureus aureus S2395,2609460037,,,2897591
Amycolatopsis sp. MJM2582,2648501782,,,8932977
Clostridium botulinum SU1304,2724679569,,,4256670
Micromonospora citrea DSM 43903,2623620569,,,7208999
Pseudomonas sp. GP01-A11,2791355625,,,7355242
Nitrospirae bacterium CG_4_10_14_3_um_filter_53_41,2786546399,,,2673271
Aurantimonas sp. 22II-16-19i,2791354983,,,5833052
Vibrio cholerae 2012EL-2176,2636415517,,,4258023
Mycobacteroides abscessus abscessus 952,2799113233,,,5160798
Staphylococcus simulans SNUC 1617,2816332473,,,2590506
Staphylococcus aureus aureus MRGR3,2541047114,,,3003332
Rhodococcus ruber P25,2634166395,,,5726768
Nocardioides aequoreus NRRL B-24464,2751185729,,,4157971
Flavonifractor sp. An135,2788500389,,,3883229
Clostridioides difficile CD22,2541047261,,Anaerobe,4034659
Staphylococcus aureus H216,2734482446,,,2990386
Clostridium botulinum ATCC 17862,2671180858,,,3898466
Aeromonas hydrophila ZYAH75,2851277247,,,4955171
Staphylococcus aureus DAR5823,2603880040,,,2896036
Mycobacteroides abscessus abscessus 1153,2799113031,,,5251915
Clostridioides difficile KY65,2660237945,,,3982849
Staphylococcus aureus SJOS6072,2568526420,,,3008949
Clostridioides difficile CD111,2541047284,,Anaerobe,4053020
Clostridioides difficile CD105KSO10,2740892356,,,4203767
Mycobacteroides abscessus abscessus 34,2795385676,,,5605888
Mycobacterium conceptionense GA-1041,2808606790,,,6568769
Clostridioides difficile CD46,2541047272,,Anaerobe,4024376
Pseudomonas sp. NBRC 111142,2663763303,,,6308749
Brochothrix thermosphacta Bth-7816,2773857996,,,2550207
Actinomadura sp. CNU125 q30 filtered 1kb,2675903202,,,9948691
Staphylococcus aureus A2,2706794646,,,2859270
Mycobacteroides abscessus abscessus 231,2802429122,,,4983420
Aeromonas caviae R25-2,2847827230,,,4690132
Clostridioides difficile CD3,2541047254,,Anaerobe,4078652
Enterobacter hormaechei MNCRE42,2660238602,,,4960991
Clostridioides difficile DA00191,2541047335,,Anaerobe,4241324
Enterobacter hormaechei MNCRE41,2657245036,,,4961975
Staphylococcus aureus E1410,647533221,,Facultative,2838772
Clostridioides difficile CD129,2541047286,,Anaerobe,3980806
Williamsia marianensis DSM 44944,2756170164,,,5569331
Clostridioides difficile DA00167,2541047330,,Anaerobe,4115508
Edwardsiella piscicida JF1411,2852067712,,,3827424
Mycobacteroides abscessus abscessus 698,2795385983,,,5431910
Paeniclostridium sordellii R32977,2695420758,,,3448766
Clostridioides difficile CD105KSO8,2740892354,,,4502506
Mycobacteroides abscessus abscessus 175,2795385883,,,5130930
Staphylococcus aureus RA3,2734482444,,,2876063
Klebsiella pneumoniae WCHKP8D7,2778261192,,,5719818
Kaistia algarum LYH11,2832473198,,,6214553
Clostridium botulinum B2 450,2648501799,,,4319068
Pseudomonas aeruginosa plasmid pBS228,641210367,,,89147
Clostridioides difficile Y171,2541047367,,Anaerobe,3966722
Staphylococcus epidermidis LM129,2503982031,,,2619950
Mycobacteroides abscessus abscessus 400,2799113107,,,5048024
Staphylococcus aureus aureus MRSA_P14,2617271120,,,2813623
Mycobacteroides abscessus abscessus 1075,2799113193,,,5304305
Mycobacteroides abscessus abscessus 140,2795385853,,,5086421
"Stackebrandtia nassauensis LLR-40K-21, DSM 44728",646564571,,Aerobe,6841557
Clostridium botulinum AM1295,2713897209,,,3898199
Clostridioides difficile CD9,2541047256,,Anaerobe,4315516
Paraglaciecola polaris LMG 21857,2531839185,,,5239503
Staphylococcus warneri 1DB1,2639762722,,,2589616
Clostridioides difficile CD002,2571042422,,,4055939
Aeromonas hydrophila 23-C-23,2844059735,,,5282246
Mycobacteroides abscessus abscessus 258,2802428998,,,5253922
Clostridium botulinum CDC67190,2667527854,,,3615345
Bosea vaviloviae SD260,2654587694,,,5593355
Thioalkalivibrio sp. AKL8,2521172540,,,2842874
Clostridioides difficile F17xCD13A,2713896929,,,3874687
Clostridioides difficile DA00114,2541047317,,Facultative,4063690
Phytomonospora endophytica DSM 45386,2861520306,,,8348283
Amycolatopsis regifaucium GY080,2728369078,,,8293830
Clostridioides difficile T61,2558309147,,,4071443
Bacillus cereus FSL W8-0932,2728369101,,,5637758
Staphylococcus aureus M876,647533226,,Facultative,2791311
Klebsiella sp. LTGPAF-6F,2718218255,,,6790399
Rhodanobacter sp. OR444,2522125097,,,3996941
Mycobacterium sp. YC-RL4,2687453194,,,6053985
Staphylococcus aureus DAR133,2603879705,,,2848047
Promicromonospora thailandica SAI-039,2758568522,,,5953541
Staphylococcus aureus MRSA-OC3,2740892195,,,2910730
Clostridioides difficile E23,2558309131,,,4015392
Staphylococcus aureus DAR5853,2571042036,,,2895223
Mycobacteroides abscessus abscessus 195,2802429075,,,4965164
Staphylococcus aureus aureus 21282,2541046986,,Facultative,2826226
Amycolatopsis tolypomycina DSM 44544,2634166899,,,10363431
Salmonella enterica enterica sv. Typhimurium DT104 613sCH44,2660238614,,,5209274
Staphylococcus aureus DAR5837,2603879930,,,2816083
Staphylococcus aureus H202,2734482450,,,2947118
Clostridioides difficile 2007855,2558860173,,Obligate anaerobe,4179867
Thioalkalivibrio sp. AKL12,2518285528,,,2974796
Mycobacteroides abscessus abscessus 250,2802429114,,,5249775
Staphylococcus aureus RA7,2734482428,,,2885974
Staphylococcus aureus C123,2648501879,,,2839314
Mycobacterium avium hominissuis MAH-E-3044,2724679023,,,5358513
Rhizorhabdus wittichii DP58,2548876930,,Aerobe,5628887
Kribbella catacumbae DSM 19601,2515154140,,Aerobe,9627810
Clostridium frigidicarnis DSM 12271,2634166358,,Anaerobe,4337414
Mycobacteroides abscessus abscessus 1100,2795385609,,,5083223
Staphylococcus aureus aureus HC1335,2687453282,,,2976370
Gordonia bronchialis NCTC 10667,2854968586,,,5326567
Streptacidiphilus melanogenes NBRC 103184,2706794556,,,8771919
Clostridioides difficile E12,2558309124,,,4009421
Staphylococcus epidermidis NIH051475,2540341004,,,2508563
Klebsiella pneumoniae OC648,2744054522,,,5968727
Staphylococcus hominis VCU122,2540341024,,Facultative,2232173
Staphylococcus aureus DAR5880,2603879918,,,2926556
Klebsiella pneumoniae ST147,2713897162,,,5737055
Granulicoccus phenolivorans DSM 17626,2522572156,,Facultative,4117723
Pseudomonas aeruginosa NCMG1179,2548876758,,,6735052
Unclassified Zetaproteobacteria bacterium S19_FULL_No.3_1.9_9,2836396422,,,540495
Staphylococcus aureus DAR5810,2603879595,,,2924353
Aquamicrobium sp. SK-2,2648501116,,,9202662
Pseudomonas aeruginosa PASGNDM345,2870319472,,,6893164
Clostridium botulinum Prevot 697B,2681813432,,,3791338
Clostridioides difficile CD43,2541047269,,Anaerobe,4334518
Clostridioides difficile Y155,2541047368,,Anaerobe,3985736
Acidihalobacter ferrooxydans V8,2751185721,,,3448835
Clostridium botulinum CDC54088,2571042530,,,3868107
Mycobacteroides abscessus abscessus 1096,2795385890,,,5210001
Staphylococcus aureus ES26,2684622806,,,2898556
Pseudomonas syringae pv. atrofaciens ICMP 4394,2713897252,,,5988903
Staphylococcus haemolyticus 112056,2690316277,,,2496914
Salmonella enterica Enterica sv. Heidelberg N26457,2588253806,,,5002231
Clostridium botulinum SU1074,2724679572,,,4046856
Gordonia sp. UCD-TK1,2855006017,,,5464889
Nocardia cyriacigeorgica MDA3732,2806310762,,,6582499
Gordonia amicalis CCMA-559,2524614765,,Aerobe,5187419
Methylobacterium radiotolerans MAMP 4754,2855920048,,,7389282
Clostridium botulinum Prevot Dewping,2724679554,,,3879446
Clostridioides difficile P48,2541047410,,Anaerobe,4178465
Mycobacterium conceptionense IS-2586,2808606758,,,6386724
Thioalkalivibrio sp. AKL11,2518285527,,,3002444
Marinobacter profundi PWS21,2844259987,,,4034607
Mycobacteroides abscessus abscessus 900,2795386001,,,5150722
Clostridioides difficile P72,2541047415,,Anaerobe,4062906
Staphylococcus aureus DAR3148,2603879787,,,2919693
Mycobacteroides abscessus abscessus 298,2795385770,,,4963560
Clostridioides difficile G46,2695420347,,,4189317
"Pseudomonas aeruginosa LC IV, ATCC 260",2510461031,,,6898766
Gordonia terrae 3612,2773857962,,,5701501
Clostridioides difficile DA00126,2541047318,,Anaerobe,4174338
Candidatus Methanoperedens nitroreducens ANME-2d,2617271069,,,3203386
Sphingobium baderi DE-13,2675903423,,,4583422
Aeromonas hydrophila WCX23,2847845980,,,4304746
Clostridioides difficile P41,2558860636,,Anaerobe,4119865
Streptomyces sp. AS58,2765236022,,,10496471
Salmonella enterica enterica sv. Typhimurium USDA-ARS-USMARC-1896,2687453519,,,5003736
Citrifermentans bremense R1,2524023206,,,4651027
Escherichia coli O2:H- 9.1649,2547132255,,Facultative,5102049
Staphylococcus aureus DAR5838,2568526490,,,2842538
Staphylococcus haemolyticus 8074328,2675903446,,,2580138
Pseudomonas mandelii NBRC 103147,2814123354,,,6918204
Clostridioides difficile T23,2558309148,,,4078839
Egibacter rhizosphaerae EGI 80759,2837183177,,,4637169
Acidithiobacillus caldus MTH-04,2811995293,,,2975756
Mycobacteroides abscessus abscessus 475,2799113147,,,5086135
Actinopolyspora xinjiangensis DSM 46732,2619619031,,,5038150
Staphylococcus aureus MAL119,2734482424,,,2959568
Mycobacteroides abscessus abscessus 517,2802429022,,,4978797
Clostridioides difficile CD90,2541047283,,Anaerobe,4034598
Methylobacterium radiotolerans 78c,2630968586,,,6788652
Mycobacterium senegalense CK2,2645727578,,,6854035
Glaciibacter superstes DSM 21135,2524614536,,Aerobe,4802534
Citrifermentans bemidjiense Bem,642555129,Iron reducer,Anaerobe,4615150
Mumia flava DSM 27763,2731957516,,Aerobe,4402465
Clostridioides difficile P19,2541047392,,Anaerobe,4184936
Bacillus wiedmannii FSL K6-0069,2728369074,,,5620883
Enterobacter hormaechei MNCRE48,2660238286,,,4942543
Mycobacteroides abscessus abscessus 30,2795385956,,,5370818
Clostridium sporogenes DSM 795,2636415665,,,4142990
Clostridium botulinum CDC66088,2663762878,,,3661714
Staphylococcus aureus aureus MRSA_S2,2617271145,,,2925960
Clostridium botulinum CDC48761,2657245049,,,3934838
Staphylococcus simulans ACS-120-V-Sch1,2537562023,,Facultative,2639907
Roseobacter sp. SP159,2788500509,,,3619350
Clostridioides difficile LIBA-5719,2711768135,,,4531071
Staphylococcus aureus DAR5874,2603880145,,,2934603
Staphylococcus aureus E396,2636415660,,,2870909
Staphylococcus aureus aureus MRSA_P5,2617271140,,,2809679
unclassified Thiotrichaceae bin E2_68,2828749676,,,4164213
Staphylococcus haemolyticus 97208,2695420761,,,2438799
Enterobacter asburiae UCI 49,2576861188,,,5010936
Clostridium botulinum CDC_67190,2718218349,,,4020063
Clostridioides difficile E15,2558309127,,,4325791
Mesorhizobium sp. NBIMC_P2-C2,2579778865,,,5536659
Hathewaya proteolytica DSM 3090,2585428174,,Anaerobe,2818024
Staphylococcus epidermidis 36-1,2545824751,,,2714638
Staphylococcus simulans SNUC 1334,2816332482,,,2649878
Archaeoglobus sp. JdFR-33,2728369336,,,478535
Clostridia bacterium UC5.1-1F7,2654587554,,,6274709
Staphylococcus aureus DAR5888,2603879693,,,2986323
Staphylococcus aureus aureus TW20 0582,646862344,,Facultative,3075806
Pseudomonas sp. EGD-AK9,2562617043,,,5102044
Salmonella enterica CU013109,2744054905,,,4972957
Mycobacteroides abscessus abscessus 876,2799113234,,,5518722
Staphylococcus simulans SNUC 1713,2816332474,,,2616342
Amycolatopsis keratiniphila nogabecina DSM 44586,2634166275,,,9472522
Acinetobacter sp. NBRC 110496,2700989281,,,4387807
Burkholderia sp. D7,2687453788,,,11461141
Staphylococcus aureus aureus MRSA_S11,2675903527,,,2891745
Afipia birgiae 34632,2551306146,,,5245459
Enterobacter hormaechei oharae CCBH10892,2648501434,,,5372004
Clostridioides difficile DA00305,2541047351,,Anaerobe,3988162
Clostridioides difficile T17,2558309144,,,3988251
Corynebacterium-like bacterium B27,2590828100,,,4230738
Mycolicibacterium conceptionense MLE,2630968644,,,7098887
Enterobacter hormaechei MNCRE36,2690316027,,,4954637
Clostridioides difficile DA00044,2541047314,,Anaerobe,4065258
Belnapia rosea MJ22,2623620456,,,5994144
